precision,recall
0.07379657189777276,1.0
0.07463182371830362,0.9374130737134909
0.07452934662236987,0.9360222531293463
0.07453760106324067,0.9360222531293463
0.07455411543148333,0.9360222531293463
0.0745623753600709,0.9360222531293463
0.07445983379501385,0.9346314325452016
0.07446808510638298,0.9346314325452016
0.07450110864745012,0.9346314325452016
0.07451763140385895,0.9346314325452016
0.07453416149068323,0.9346314325452016
0.07455897037612337,0.9346314325452016
0.07461692205196535,0.9346314325452016
0.07461358834649172,0.933240611961057
0.0746467905217488,0.933240611961057
0.07477156229106308,0.933240611961057
0.07478823004904146,0.933240611961057
0.07479656671497047,0.933240611961057
0.07472871685870902,0.9290681502086231
0.07476217123670957,0.9290681502086231
0.07477890966080825,0.9290681502086231
0.07482078853046595,0.9290681502086231
0.07482611622167377,0.9276773296244785
0.07485130737290989,0.9276773296244785
0.07485970819304152,0.9276773296244785
0.07493540051679587,0.9276773296244785
0.074960665318049,0.9276773296244785
0.07500282390150231,0.9235048678720446
0.07501129688206055,0.9235048678720446
0.07501977177720032,0.9235048678720446
0.07516413855558071,0.9235048678720446
0.07517264802445375,0.9235048678720446
0.07513599274705349,0.9221140472878998
0.07516154630994218,0.9221140472878998
0.07518711726014969,0.9221140472878998
0.07519564477713508,0.9221140472878998
0.07538622371936346,0.9026425591098748
0.07539498141263941,0.9026425591098748
0.0754037411409318,0.9026425591098748
0.07542126670540383,0.9026425591098748
0.07543880041845867,0.9026425591098748
0.07533131829807022,0.9012517385257302
0.07534007673526334,0.9012517385257302
0.07535759972089778,0.9012517385257302
0.07536636427076064,0.9012517385257302
0.07538389948813401,0.9012517385257302
0.0754014428671166,0.9012517385257302
0.07541899441340782,0.9012517385257302
0.0754277732510767,0.9012517385257302
0.07532013969732247,0.8998609179415855
0.07532890906974037,0.8998609179415855
0.07533768048439683,0.8998609179415855
0.07535522944327976,0.8998609179415855
0.07536400698893418,0.8998609179415855
0.07525629077353216,0.8984700973574409
0.07528260109544342,0.8984700973574409
0.07529137529137529,0.8984700973574409
0.07524498366775548,0.8970792767732962
0.07525376268813441,0.8970792767732962
0.07528011204481792,0.8970792767732962
0.07532406866752306,0.8970792767732962
0.07534166569326013,0.8970792767732962
0.07535046728971963,0.8970792767732962
0.07526881720430108,0.8956884561891516
0.07527761542957336,0.8956884561891516
0.07528641571194762,0.8956884561891516
0.07518709073900842,0.894297635605007
0.0752046783625731,0.894297635605007
0.07523987830564006,0.894297635605007
0.07524868344060855,0.894297635605007
0.07525749063670412,0.894297635605007
0.07526629989465058,0.894297635605007
0.0752839245989931,0.894297635605007
0.0752927400468384,0.894297635605007
0.07530155755943319,0.894297635605007
0.07531037713750292,0.894297635605007
0.07533684827182191,0.894297635605007
0.0753456761190532,0.894297635605007
0.07535450603539201,0.894297635605007
0.07536333802156588,0.894297635605007
0.0753810082063306,0.894297635605007
0.0752990851513019,0.8929068150208623
0.07530791788856304,0.8929068150208623
0.07531675269826373,0.8929068150208623
0.0753344285379019,0.8929068150208623
0.07534326956929938,0.8929068150208623
0.07535211267605633,0.8929068150208623
0.07543179414874868,0.8929068150208623
0.07554718757354671,0.8929068150208623
0.07555607861598211,0.8929068150208623
0.07556497175141243,0.8929068150208623
0.07548280734809232,0.8915159944367177
0.07549169709103756,0.8915159944367177
0.07538280329799764,0.8901251738525731
0.0753916833549299,0.8901251738525731
0.07540056550424128,0.8901251738525731
0.07542722451384797,0.8901251738525731
0.07532712483791111,0.8887343532684284
0.07527771212479319,0.885952712100139
0.07528660914785486,0.885952712100139
0.07530440950466959,0.885952712100139
0.0753222182807142,0.885952712100139
0.07512125872471312,0.8831710709318498
0.07513014671083768,0.8831710709318498
0.0751657196969697,0.8831710709318498
0.07521914238332149,0.8831710709318498
0.07523696682464455,0.8831710709318498
0.07526371933151595,0.8831710709318498
0.07527264106211475,0.8831710709318498
0.07498214710783146,0.8762169680111266
0.07499107249137008,0.8762169680111266
0.07500892963448029,0.8762169680111266
0.07504466944609887,0.8762169680111266
0.07512520868113523,0.8762169680111266
0.07513416815742398,0.8762169680111266
0.07514312977099237,0.8762169680111266
0.07540983606557378,0.8636995827538247
0.07541899441340782,0.8636995827538247
0.07542815498603182,0.8636995827538247
0.07547399124939232,0.8636995827538247
0.07548316518779628,0.8636995827538247
0.0755015197568389,0.8636995827538247
0.07551070038910505,0.8636995827538247
0.07551988325428675,0.8636995827538247
0.07554744525547445,0.8636995827538247
0.07556583110245801,0.8636995827538247
0.07545332846537665,0.8623087621696801
0.07547169811320754,0.8623087621696801
0.07548088629169711,0.8623087621696801
0.0753866764096943,0.8609179415855355
0.07541423001949318,0.8609179415855355
0.07545099951243296,0.8609179415855355
0.07546019748872364,0.8609179415855355
0.07547860017071088,0.8609179415855355
0.07549701183071106,0.8609179415855355
0.07551543247529584,0.8609179415855355
0.07552464616886286,0.8609179415855355
0.07555230074453802,0.8609179415855355
0.0755615234375,0.8609179415855355
0.07557997557997558,0.8609179415855355
0.07558920503113933,0.8609179415855355
0.07561690691424383,0.8609179415855355
0.0756261453879047,0.8609179415855355
0.07563538611925709,0.8609179415855355
0.07564462910912868,0.8609179415855355
0.0756538743583476,0.8609179415855355
0.0756723716381418,0.8609179415855355
0.07568162367037536,0.8609179415855355
0.07569087796527268,0.8609179415855355
0.07570939334637965,0.8609179415855355
0.07572791778810864,0.8609179415855355
0.07561482931604062,0.8595271210013908
0.07562408223201175,0.8595271210013908
0.07564259485924113,0.8595271210013908
0.07565185457216306,0.8595271210013908
0.07566111655239961,0.8595271210013908
0.07567038080078364,0.8595271210013908
0.07558495651108661,0.8581363004172462
0.07561274509803921,0.8581363004172462
0.07562201250153205,0.8581363004172462
0.07551796003432634,0.8567454798331016
0.07553648068669527,0.8567454798331016
0.0755457444199166,0.8567454798331016
0.0755550104256102,0.8567454798331016
0.07556427870461237,0.8567454798331016
0.07557354925775979,0.8567454798331016
0.07558282208588957,0.8567454798331016
0.07559209718983924,0.8567454798331016
0.07548790965999755,0.8553546592489569
0.07549717652835748,0.8553546592489569
0.07550644567219153,0.8553546592489569
0.07551571709233791,0.8553546592489569
0.07552499078963527,0.8553546592489569
0.07556210836712127,0.8553546592489569
0.07557139346276727,0.8553546592489569
0.07558997050147492,0.8553546592489569
0.07559926244622003,0.8553546592489569
0.07561785319070453,0.8553546592489569
0.07562715199212985,0.8553546592489569
